time;Wind Speed;Wind Direction
610;5.5;-0.55
615;8;0.1
615;8;0.1
615;8;0.1
620;10.5;0.1
620;10.5;0.1
620;10.5;0.1
630;9.5;0.1
630;9.5;-1.3
630;9.5;-1.3
640;2.5;-2.7
640;2.5;-1.3
640;2.5;-1.3
650;7;-0.5
650;7;-0.5
650;7;-0.5
660;12.5;0.7
660;12.5;-0.3
660;12.5;-0.3
670;1.5;-1.18
670;1.5;-1.18
670;1.5;-1.18
680;7;-2.06
680;7;-2.06
685;8.5;-2.5
685;8.5;-0.5
685;8.5;-0.5
690;10;-0.52
690;10;-0.52
690;10;-0.52
700;9.5;-0.56
700;9.5;-0.56
700;9.5;-0.56
710;6.91216E-12;-0.6
710;0;-1.6
710;3.6382E-12;-1.6
720;5;-0.9
720;5;-0.9
720;5;-0.9
730;11;-0.2
730;11;-0.2
730;11;-0.2
740;4;-0.266666667
740;4;-0.266666667
740;4;-0.266666667
745;6;-0.3
745;6;-1.4
750;8;-1.775
750;8;-1.775
760;9.5;-2.525
760;9.5;-2.525
765;7.5;-2.9
765;7.5;-1.8
770;5.5;-1.233333333
770;5.5;-1.233333333
770;5.5;-1.233333333
780;4;-0.1
780;4;-1.6
780;4;-1.6
790;12.5;-3.4
790;12.5;-2.9
790;12.5;-2.9
800;5;-2.25
800;5;-2.25
800;5;-2.25
810;3.5;-1.6
810;3.5;-0.6
810;3.5;-0.6
820;8;-0.8
820;8;-0.8
820;8;-0.8
830;11.5;-1
830;11.5;-1.6
830;11.5;-1.6
850;1.5;-2.333333333
850;1.5;-2.333333333
850;1.5;-2.333333333
860;3.5;-2.7
860;3.5;-0.8
870;11.5;-2.1
870;11.5;0.9
870;11.5;0.9
880;2.5;6.69047E-13
880;2.5;1.42109E-14
880;2.5;-6.40665E-13
890;7;-0.9
890;7;-0.9
900;5;-1.8
900;5;-0.7
910;7.5;-1.014285714
910;7.5;-1.014285714
910;7.5;-1.014285714
920;4;-1.328571429
920;4;-1.328571429
930;1.5;-1.642857143
930;1.5;-1.642857143
930;1.5;-1.642857143
935;4.25;-1.8
935;4.25;1.3
935;4.25;1.3
940;7;0.875
940;7;0.875
940;7;0.875
950;4;0.025
950;4;0.025
950;4;0.025
955;5;-0.4
955;5;-1.7
955;5;-1.7
960;6;-1.483333333
960;6;-1.483333333
960;6;-1.483333333
970;10;-1.05
970;10;-1.05
970;10;-1.05
980;5.5;-0.616666667
980;5.5;-0.616666667
980;5.5;-0.616666667
985;7.75;-0.4
985;7.75;1
990;10;0.45
990;10;0.45
990;10;0.45
1000;5.5;-0.65
1000;5.5;-0.65
1005;4;-1.2
1005;4;-1.2
1005;4;-1.2
1010;2.5;-1.083333333
1010;2.5;-1.083333333
1010;2.5;-1.083333333
1020;7.5;-0.85
1020;7.5;-0.85
1030;7.5;-0.616666667
1030;7.5;-0.616666667
1030;7.5;-0.616666667
1035;7.75;-0.5
1035;7.75;-0.5
1035;7.75;-0.5
1040;8;-0.68
1040;8;-0.68
1040;8;-0.68
1050;9;-1.04
1050;9;-1.04
1050;9;-1.04
1060;11;-1.4
1060;11;-1.4
1060;11;-1.4
1070;10.2;-0.833333333
1070;10.2;-0.833333333
1070;10.2;-0.833333333
1080;10;-0.266666667
1080;10;-0.266666667
1080;10;-0.266666667
1090;4.5;0.3
1090;4.5;1.5
1090;4.5;1.5
1100;4;0.744444444
1100;4;0.744444444
1100;4;0.744444444
1110;11.5;-0.011111111
1110;11.5;-0.011111111
1110;11.5;-0.011111111
1120;12.5;-0.766666667
1120;12.5;-0.766666667
1120;12.5;-0.766666667
1130;3;-1.522222222
1130;3;-1.522222222
1130;3;-1.522222222
1135;4.5;-1.9
1135;4.5;-1.5
1135;4.5;-1.5
1140;6;-1.6
1140;6;-1.6
1140;6;-1.6
1150;13.5;-1.8
1150;13.5;-0.9
1150;13.5;-0.9
1160;2.5;-0.82
1160;2.5;-0.82
1160;2.5;-0.82
1170;6.5;-0.74
1170;6.5;-0.74
1170;6.5;-0.74
1180;9.5;-0.66
1180;9.5;-0.66
1180;9.5;-0.66
1190;2.5;-0.58
1190;2.5;-0.58
1200;10;-0.5
1200;10;-1.7
1210;13.5;-1.785714286
1210;13.5;-1.785714286
1210;13.5;-1.785714286
1220;3.5;-1.871428571
1220;3.5;-1.871428571
1220;3.5;-1.871428571
1230;11;-1.957142857
1230;11;-1.957142857
1230;11;-1.957142857
1235;9.75;-2
1235;9.75;0.1
1235;9.75;0.1
1240;8.5;0.128571429
1240;8.5;0.128571429
1240;8.5;0.128571429
1250;6.5;0.185714286
1250;6.5;0.185714286
1250;6.5;0.185714286
1260;8.5;0.242857143
1260;8.5;0.242857143
1260;8.5;0.242857143
1270;5.5;0.3
1270;5.5;0.3
1270;5.5;0.3
1280;9;-0.46
1280;9;-0.46
1280;9;-0.46
1290;10.5;-1.22
1290;10.5;-1.22
1290;10.5;-1.22
1295;6.25;-1.6
1295;6.25;-1.6
1295;6.25;-1.6
1300;2;-1.075
1300;2;-1.075
1300;2;-1.075
1310;10;-0.025
1310;10;-0.025
1310;10;-0.025
1315;8.75;0.5
1315;8.75;-0.9
1315;8.75;-0.9
1320;7.5;-0.92173913
1320;7.5;-0.92173913
1320;7.5;-0.92173913
1330;1.5;-0.965217391
1330;1.5;-0.965217391
1330;1.5;-0.965217391
1338;5.9;-1
1338;5.9;0.2
1340;7;0.189473684
1340;7;0.189473684
1340;7;0.189473684
1350;9;0.136842105
1350;9;0.136842105
1360;7.5;0.084210526
1360;7.5;0.084210526
1370;5.5;0.031578947
1370;5.5;0.031578947
1370;5.5;0.031578947
1376;3.7;7.6589E-14
1376;3.7;-0.8
1376;3.7;-0.8
1380;2.5;-0.8
1380;2.5;-0.8
1390;3.5;-0.8
1390;3.5;-0.8
1390;3.5;-0.8
1400;2.5;-0.8
1400;2.5;-0.8
1400;2.5;-0.8
1402;4.3;-0.8
1402;4.3;-0.8
1410;11.5;-1.073684211
1410;11.5;-1.073684211
1410;11.5;-1.073684211
1420;0.5;-1.415789474
1420;0.5;-1.415789474
1420;0.5;-1.415789474
1430;5.5;-1.757894737
1430;5.5;-1.757894737
1430;5.5;-1.757894737
1440;2.5;-2.1
